date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:35	115997/115997	---M--	200	added ('OK')	image/png	etag:%221084df89733c03fd8fd66ba45d2b20fe%22	https://burgerworldsol.xyz/assets/images/char-4.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-4.png	(from https://burgerworldsol.xyz/)
15:42:36	294754/294754	---M--	200	added ('OK')	image/png	etag:%220bdda7b9e2b7b098420e8b0f88999ec1%22	https://burgerworldsol.xyz/assets/images/char-5.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-5.png	(from https://burgerworldsol.xyz/)
15:42:36	274500/274500	---M--	200	added ('OK')	image/png	etag:%2257f1235ef5d07018f56c12b16eed16d9%22	https://burgerworldsol.xyz/assets/images/char-15.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-15.png	(from https://burgerworldsol.xyz/)
15:42:36	236972/236972	---M--	200	added ('OK')	image/png	etag:%22bb23720707662e117d6a4aa8f272b797%22	https://burgerworldsol.xyz/assets/images/char-17.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-17.png	(from https://burgerworldsol.xyz/)
15:42:36	108812/108812	---M--	200	added ('OK')	image/png	etag:%2237f3d9062ad0b11882ac06155f9cd97e%22	https://burgerworldsol.xyz/assets/images/burger.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/burger.png	(from https://burgerworldsol.xyz/)
15:42:36	97795/97795	---M--	200	added ('OK')	image/png	etag:%226bc4d5e216b09fc5bbe9c1625f423085%22	https://burgerworldsol.xyz/assets/images/fries.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/fries.png	(from https://burgerworldsol.xyz/)
15:42:37	1641822/1641822	---M--	200	added ('OK')	image/png	etag:%2266306055c225685c2343f07bd345b60f%22	https://burgerworldsol.xyz/assets/images/drive-thru.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/drive-thru.png	(from https://burgerworldsol.xyz/)
15:42:37	169561/169561	---M--	200	added ('OK')	image/png	etag:%2227c2d8454fed6c3883f4cb68cae7d1d8%22	https://burgerworldsol.xyz/assets/images/burger-world.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/burger-world.png	(from https://burgerworldsol.xyz/)
15:42:37	59968/59968	---M--	200	added ('OK')	image/png	etag:%22ad9ea0869b98b94a105a97caabb6bd7c%22	https://burgerworldsol.xyz/assets/images/w-burger.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/w-burger.png	(from https://burgerworldsol.xyz/)
15:42:37	119525/119525	---M--	200	added ('OK')	image/png	etag:%22f44b63e4b9aceea70c30c25732d8fa46%22	https://burgerworldsol.xyz/assets/images/drinks.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/drinks.png	(from https://burgerworldsol.xyz/)
15:42:37	330775/330775	---M--	200	added ('OK')	image/png	etag:%223d71e482361e0e1287cdeb3ce6e909d3%22	https://burgerworldsol.xyz/assets/images/char-8.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-8.png	(from https://burgerworldsol.xyz/)
15:42:38	224334/224334	---M--	200	added ('OK')	image/png	etag:%22ef1b159e5dcbc6f85de659683dd16b3d%22	https://burgerworldsol.xyz/assets/images/char-9.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-9.png	(from https://burgerworldsol.xyz/)
15:42:38	135262/135262	---M--	200	added ('OK')	image/png	etag:%227a75a81876f595d80ef3701d408821d9%22	https://burgerworldsol.xyz/assets/images/drinks-2.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/drinks-2.png	(from https://burgerworldsol.xyz/)
15:42:38	1939599/1939599	---M--	200	added ('OK')	image/png	etag:%22f45ff315086a5417f7b13af101c4f44a%22	https://burgerworldsol.xyz/assets/images/take-out.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/take-out.png	(from https://burgerworldsol.xyz/)
15:42:38	38020/38020	---M--	200	added ('OK')	image/png	etag:%22d3e7b13f9db97a7aec1311c7be641b6e%22	https://burgerworldsol.xyz/assets/images/btn-send-here.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/btn-send-here.png	(from https://burgerworldsol.xyz/)
15:42:38	250693/250693	---M--	200	added ('OK')	image/png	etag:%22abca1498e794043005e6e4bdef338a31%22	https://burgerworldsol.xyz/assets/images/char-10.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-10.png	(from https://burgerworldsol.xyz/)
15:42:39	915038/915038	---M--	200	added ('OK')	image/png	etag:%228a55470afd876bae8b12344ffbb92b33%22	https://burgerworldsol.xyz/assets/images/dapur.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/dapur.png	(from https://burgerworldsol.xyz/)
15:42:39	435709/435709	---M--	200	added ('OK')	image/png	etag:%221a94944094e175f3389e835937628e11%22	https://burgerworldsol.xyz/assets/images/menu.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/menu.png	(from https://burgerworldsol.xyz/)
15:42:39	39487/39487	---M--	200	added ('OK')	image/png	etag:%221731edd09f19dbf61ed5f397663ac139%22	https://burgerworldsol.xyz/assets/images/billion-token.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/billion-token.png	(from https://burgerworldsol.xyz/)
15:42:39	8982/8982	---M--	200	added ('OK')	image/png	etag:%2296ae1ef85714201ee25150cf88213688%22	https://burgerworldsol.xyz/assets/images/solana.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/solana.png	(from https://burgerworldsol.xyz/)
15:42:40	270780/270780	---M--	200	added ('OK')	image/png	etag:%22a1cb0ba4e681ff0fea23197283fb95c9%22	https://burgerworldsol.xyz/assets/images/char-6.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/char-6.png	(from https://burgerworldsol.xyz/)
15:42:40	1037945/1037945	---M--	200	added ('OK')	image/png	etag:%223c169fe97d7191c203198ef08fd5b293%22	https://burgerworldsol.xyz/assets/images/look-around.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/look-around.png	(from https://burgerworldsol.xyz/)
15:42:40	48528/48528	---M--	200	added ('OK')	image/png	etag:%229b0ab2d3e024ed472ace7dd6713f6006%22	https://burgerworldsol.xyz/assets/images/food-floor.png	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/images/food-floor.png	(from https://burgerworldsol.xyz/)
15:42:40	23364/23364	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b44-gBf4sYaQd9tyhXPxykaEoAr2lGI%22	https://cdn.jsdelivr.net/particles.js/2.0.0/particles.min.js	C:/My%20Web%20Sites/burgercina/cdn.jsdelivr.net/particles.js/2.0.0/particles.min.js	(from https://burgerworldsol.xyz/)
15:42:41	97163/97163	---MCZ	200	added ('OK')	application/javascript	etag:W/%224f252523d4af0b478c810c2547a63e19%22	https://burgerworldsol.xyz/assets/js/jquery.min.js	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/js/jquery.min.js	(from https://burgerworldsol.xyz/)
15:42:41	60089/60089	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a08792f518b51f0f1422b5c96df9eb8a%22	https://burgerworldsol.xyz/assets/plugins/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/plugins/bootstrap/js/bootstrap.min.js	(from https://burgerworldsol.xyz/)
15:42:41	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d5a61c749e44e47159af8a6579dda121%22	https://burgerworldsol.xyz/assets/plugins/slick/slick.min.js	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/plugins/slick/slick.min.js	(from https://burgerworldsol.xyz/)
15:42:41	5186/5186	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d3108108bfdb9f7279befc35d2d0446a%22	https://burgerworldsol.xyz/assets/js/main.js	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/js/main.js	(from https://burgerworldsol.xyz/)
15:42:42	64728/64728	---M--	200	added ('OK')	font/woff2	etag:%22dde985c61d5c93dd04177bed2d2a4ce1%22	https://burgerworldsol.xyz/assets/font/VlumpBlack.woff2	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/font/VlumpBlack.woff2	(from https://burgerworldsol.xyz/assets/css/style.css)
15:42:42	70832/70832	---M--	200	added ('OK')	font/woff	etag:%22ff7e73f5a8fcec1da0a676d8e5ef8a6b%22	https://burgerworldsol.xyz/assets/font/VlumpBlack.woff	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/font/VlumpBlack.woff	(from https://burgerworldsol.xyz/assets/css/style.css)
15:42:42	21008/21008	---M--	200	added ('OK')	font/woff2	etag:%22ddd38425c209a55f72d9f2ec35b524dc%22	https://burgerworldsol.xyz/assets/font/Oxygen-Light.woff2	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/font/Oxygen-Light.woff2	(from https://burgerworldsol.xyz/assets/css/style.css)
15:42:42	27220/27220	---M--	200	added ('OK')	font/woff	etag:%22f58921fba3c7518c1aff0de299cadaab%22	https://burgerworldsol.xyz/assets/font/Oxygen-Light.woff	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/font/Oxygen-Light.woff	(from https://burgerworldsol.xyz/assets/css/style.css)
15:42:42	22620/22620	---M--	200	added ('OK')	font/woff2	etag:%229cfc74ca437da96ca4767f688c89d1b6%22	https://burgerworldsol.xyz/assets/font/Oxygen-Regular.woff2	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/font/Oxygen-Regular.woff2	(from https://burgerworldsol.xyz/assets/css/style.css)
15:42:43	29556/29556	---M--	200	added ('OK')	font/woff	etag:%224eb4caacf9e367be5b4b21ec5d776d1c%22	https://burgerworldsol.xyz/assets/font/Oxygen-Regular.woff	C:/My%20Web%20Sites/burgercina/burgerworldsol.xyz/assets/font/Oxygen-Regular.woff	(from https://burgerworldsol.xyz/assets/css/style.css)
